,danceability,energy,valence,tempo,acousticness,instrumentalness,speechiness,liveness,popularity
Nirse Gonzalez,0.2993,0.05671,0.36973999999999996,95.2454,0.9873000000000001,0.8190004949999998,0.04215000000000001,0.09698999999999999,16
Josie Man,0.7234,0.7140000000000001,0.6064,123.18889999999999,0.36440000000000006,0.000462362,0.07680000000000001,0.10826999999999998,31
Blue Lake,0.2649,0.2812,0.11455,119.93359999999998,0.5426,0.43481620000000004,0.03542,0.12315000000000001,26
6arelyhuman,0.5776000000000001,0.8700000000000001,0.5506,146.32620000000003,0.0035205600000000003,0.0833847,0.07717,0.19863,74
Hiromi,0.4384,0.3464,0.39698,112.11349999999997,0.6858690000000001,0.723200831,0.041710000000000004,0.1641,48
Ektomorf,0.40309999999999996,0.9556999999999999,0.32277,127.2259,3.6469999999999995e-05,0.17369071000000003,0.10388,0.15663,32
alva noto,0.2408,0.08973400000000001,0.04353,108.39809999999997,0.6036900000000001,0.8211,0.042260000000000006,0.10008999999999998,40
Tonic,0.43570000000000003,0.7626999999999999,0.4266,116.77649999999998,0.05181990000000001,0.003990490000000001,0.04696,0.18043000000000003,51
Ilsey,0.5597,0.6115,0.46830000000000005,112.16659999999999,0.5587899999999999,0.08207846199999999,0.04056,0.12879000000000002,51
The Edgar Winter Group,0.5892000000000002,0.6718,0.6289,113.82339999999999,0.317784,0.178307101,0.06373,0.26181,44
Nej,0.6087,0.6318,0.4101,121.95600000000002,0.4008000000000001,0.000378083,0.08788,0.17426000000000003,66
Abida Parveen,0.5069000000000001,0.5811999999999999,0.46014,130.65299999999996,0.4329599999999999,0.00079367,0.05534,0.17292000000000002,47
MC Neguinho do Kaxeta,0.7687999999999999,0.5244,0.6101,127.75129999999999,0.36469999999999997,0.0,0.23121,0.13837,63
Kylie Morgan,0.5878,0.6677,0.5355,118.204,0.28927,0.0,0.037129999999999996,0.22068000000000004,56
Wolf Alice,0.5281,0.5166000000000001,0.26708000000000004,115.2116,0.2928022,0.3227856,0.038540000000000005,0.15059999999999998,59
"quickly, quickly",0.5138,0.4203,0.4082,104.99879999999999,0.5993999999999999,0.5117800000000001,0.20692,0.20875,43
Shirley Horn,0.4556,0.13254000000000002,0.30688,118.18829999999998,0.8187999999999999,0.000979877,0.05700999999999999,0.15567,42
Marlena Shaw,0.6242,0.6625,0.6396,110.2655,0.34318,0.07894352800000001,0.09369000000000001,0.20118999999999998,50
Rachel K Collier,0.6106,0.6050000000000001,0.34574999999999995,106.96119999999999,0.070062,0.19226866,0.06218000000000001,0.17889000000000005,34
Alice Cooper,0.4859,0.6501,0.4624,119.4152,0.137293,0.10156033299999997,0.04884000000000001,0.2427,63
pyxis,0.5542,0.8028999999999998,0.22200999999999999,164.4936,0.009129000000000002,0.712,0.05130000000000001,0.12332000000000001,30
Mei Jun,0.6069,0.5686,0.4816,91.58869999999999,0.26097899999999996,7.461999999999999e-05,0.044320000000000005,0.30045,25
Mathis Ruffing,0.6397999999999999,0.8852,0.6202000000000001,161.6995,0.00738838,0.38672700000000004,0.07948000000000001,0.28905000000000003,12
Kordhell,0.6966,0.961,0.4201,118.7086,0.0113936,0.16237842,0.12114,0.21619000000000002,75
Palle Danielsson,0.45299999999999996,0.24217,0.39427,119.6122,0.63536,0.5516669000000001,0.03513999999999999,0.10089999999999999,37
Cavalera Conspiracy,0.26449999999999996,0.9743,0.17479,126.28899999999999,0.000219007,0.160665,0.17558,0.5265099999999999,39
HEARTS GROW,0.5442,0.8607000000000001,0.6999000000000001,140.1955,0.06403719999999999,0.084843522,0.04984000000000001,0.20867999999999998,34
Navos,0.6503,0.8122,0.5423,125.88580000000002,0.152991,0.038051136,0.05786,0.1647,52
Ink Waruntorn,0.5740000000000001,0.6885,0.5588,119.75040000000004,0.1974,0.00011095199999999999,0.05837000000000001,0.19166,51
MC Couper,0.7474000000000001,0.6775,0.55,118.70500000000001,0.172709,0.0018184050000000004,0.1443,0.20482,45
Niccolò Paganini,0.531,0.1831,0.49280000000000007,114.22259999999999,0.8620999999999999,0.40241,0.07272,0.20355000000000004,54
Yaeger,0.6446,0.6668,0.35229999999999995,118.18969999999999,0.06027400000000001,0.04284658,0.06373000000000001,0.12807,42
Linda May Han Oh,0.4262,0.1967,0.34378,109.07840000000002,0.8148,0.8117999999999999,0.043219999999999995,0.11981000000000001,28
g3ox_em,0.6333,0.6826,0.5226999999999999,133.75330000000002,0.010589,0.48990166999999996,0.10203999999999999,0.24598000000000003,63
Charlie Siem,0.2272,0.09498999999999999,0.08138999999999999,103.37819999999999,0.9398000000000002,0.2508956,0.047569999999999994,0.12833999999999998,38
DANIEL NÖSIG,0.32439999999999997,0.43289999999999995,0.22909000000000002,124.40599999999999,0.8445,0.50873616,0.047209999999999995,0.3327,29
Kadilida,0.5935,0.8553999999999998,0.7268000000000001,142.1163,0.5353,2.004e-06,0.09466,0.22586999999999996,3
Jason Vieaux,0.37960000000000005,0.07031499999999999,0.26139999999999997,99.61,0.9872,0.81550724,0.04557,0.09744,35
Real Boston Richey,0.6571,0.5737,0.42610000000000003,118.15480000000002,0.06593894,0.0,0.29468,0.24775,59
Dayo Lamar,0.7605000000000001,0.6186,0.6493,125.00559999999999,0.20545999999999998,0.0032828300000000005,0.28979999999999995,0.15674000000000002,26
Michael Kaeshammer,0.5757,0.5929,0.6859,120.65979999999999,0.4665100000000001,0.567928167,0.06115,0.27715,13
La Valenti,0.7004,0.5136000000000001,0.45120000000000005,117.83420000000001,0.60361,0.032321880000000004,0.14311,0.11159999999999999,25
LUCHS,0.34659999999999996,0.092929,0.24887,113.2441,0.9086000000000001,0.9259000000000001,0.039720000000000005,0.13558,45
RJAE,0.6538,0.6927000000000001,0.5408999999999999,116.91780000000001,0.17865000000000003,3.29e-05,0.3256,0.2062,37
ESTA.,0.6300000000000001,0.5933,0.519,115.93419999999999,0.1712481,0.05005269999999999,0.09593000000000002,0.16557,39
Oliver Tarney,0.16860999999999998,0.07854000000000001,0.07348999999999999,98.3183,0.9742999999999998,0.25675787,0.04047,0.11373,8
Satish Vyas,0.315,0.37731000000000003,0.3649800000000001,112.96369999999999,0.7767000000000001,0.75846,0.03785000000000001,0.11656,14
Kirill Kondrashin,0.26070000000000004,0.140331,0.15252,107.40140000000001,0.9423999999999999,0.8543,0.04183,0.25139,32
Sandeep Jayalath,0.6244999999999999,0.4868,0.4406,122.47420000000002,0.6682000000000001,0.000846394,0.060919999999999995,0.21255000000000002,24
Jake Houlsby,0.4675000000000001,0.34157,0.22349999999999998,115.4215,0.7412449999999999,0.323520884,0.033670000000000005,0.13835,31
Kyrus,0.7391000000000001,0.46709999999999996,0.5475,129.97189999999998,0.551671,0.0057607000000000005,0.12636999999999998,0.16054000000000002,12
Terry Riley,0.3134800000000001,0.167533,0.27498999999999996,114.9965,0.9103000000000001,0.8172,0.0503,0.13038,33
Kay Starr,0.6559999999999999,0.25448,0.628,117.1624,0.8460999999999999,4.643e-06,0.06116999999999999,0.16514,44
Nihla,0.7107,0.6004,0.5178,128.5849,0.41111999999999993,8.1248e-05,0.16571,0.11032,19
Marta Salogni,0.2597,0.14336600000000002,0.10783000000000002,114.81479999999999,0.8713000000000001,0.8360999999999998,0.054010000000000016,0.11818,20
"Peter, Paul and Mary",0.5039,0.21408999999999997,0.46229999999999993,115.53280000000002,0.6498999999999999,0.0326976,0.03486,0.16094,53
Austin George,0.5471999999999999,0.6691999999999999,0.4805,120.23429999999999,0.31521000000000005,2.152e-06,0.05995000000000002,0.194,51
Peter Sandberg,0.4102,0.080565,0.14909000000000003,130.5025,0.9441,0.8077,0.041530000000000004,0.14959,55
Trijntje Oosterhuis,0.5305,0.38634999999999997,0.23163,119.88939999999998,0.53113,8.906e-06,0.03216,0.1284,45
Joosiq,0.6409,0.6311000000000001,0.6177,133.82080000000002,0.4060600000000001,0.0,0.11163999999999999,0.14681000000000002,36
Dimi3,0.7377,0.6874,0.7424999999999999,116.79169999999999,0.09911099999999999,0.010483505,0.15057,0.14448,28
SUNMI,0.6860999999999999,0.8084,0.5738000000000001,122.68499999999999,0.05620200000000001,0.0065238779999999994,0.07276,0.14221999999999999,58
Meat Loaf,0.40469999999999995,0.7149999999999999,0.4716,137.0162,0.36920000000000003,0.0030005279999999997,0.06659999999999999,0.31427,61
Ollie MN,0.6607999999999998,0.30317999999999995,0.3691,118.0539,0.6991999999999999,0.15607120000000002,0.03943,0.21693,44
Bim Skala Bim,0.6187,0.8049,0.8343,118.70049999999999,0.0395468,0.14176544499999996,0.04837999999999999,0.1853,14
DigBar,0.7415,0.6242,0.4663000000000001,119.6839,0.20229999999999998,1.07e-06,0.3197,0.19,54
MC Joãozinho VT,0.7743,0.5922000000000001,0.6493,120.89350000000002,0.4577,0.0,0.32730999999999993,0.10627,70
Vector,0.6891,0.6491,0.5312,127.33819999999999,0.225558,0.0022752450000000004,0.21963999999999997,0.13362,44
The Satellite Station,0.4873,0.41740000000000005,0.2589,108.8492,0.59894,0.12370598800000002,0.032240000000000005,0.11695,37
Maarten Ornstein,0.47969999999999996,0.20852000000000004,0.2564000000000001,107.82919999999999,0.8731,0.0028359700000000006,0.13319,0.12030999999999999,19
Le Boeuf,0.744,0.7958,0.6596,120.99300000000001,0.126701,0.011652532,0.05852999999999999,0.20215999999999998,43
Blessd,0.8073,0.6928999999999998,0.7573000000000001,114.4934,0.37731,0.0019430180000000001,0.10159999999999998,0.18167,74
MOONBOY,0.583,0.8619999999999999,0.25832,140.7476,0.130832,0.192193,0.18255,0.26189999999999997,37
Neko Case,0.39949999999999997,0.5206,0.36110000000000003,141.2509,0.46143,0.006580342999999998,0.03623,0.19540000000000002,49
Il Giardino Armonico,0.33525,0.24522,0.39135,122.65190000000003,0.8911000000000001,0.3383267,0.038799999999999994,0.15922999999999998,41
Carlos Santana,0.6158,0.5923999999999999,0.55496,112.1221,0.31912999999999997,0.260518774,0.09265000000000001,0.17123000000000005,58
Pat Martino,0.4029,0.25406000000000006,0.47265999999999997,122.4544,0.9077999999999999,0.8501,0.05097,0.23170000000000002,36
Florian Uhlig,0.33580000000000004,0.11730699999999998,0.38380000000000003,107.46370000000002,0.9782999999999997,0.73896,0.04626999999999999,0.12252,22
JANE POP,0.6618,0.6558000000000002,0.6001999999999998,103.51400000000001,0.165626,0.105560408,0.03379,0.19714,23
Natalie Bergman,0.6154999999999999,0.48130000000000006,0.5251699999999999,115.04409999999999,0.56471,0.011195807,0.04679,0.22637000000000002,40
Just_____us,0.5639,0.8743000000000002,0.17271999999999998,131.2843,0.04297569999999999,0.47733393999999996,0.08818000000000001,0.23526000000000002,37
Roga Roga,0.5933999999999999,0.9192,0.8566,123.61750000000002,0.47909999999999997,0.088912494,0.11999,0.26301,34
JSWISS,0.7299,0.6681000000000001,0.5772000000000002,91.7627,0.060811500000000004,0.012212181999999999,0.26456999999999997,0.15062000000000003,16
The Lachy Doley Group,0.4518,0.6767999999999998,0.5508000000000001,130.44969999999998,0.150881,0.08652295,0.056830000000000006,0.292,19
Coleman Hawkins,0.5825,0.21339999999999998,0.5358,106.1831,0.8450000000000001,0.40625999999999995,0.06136000000000001,0.17481999999999998,49
LADIPOE,0.6696,0.5516,0.5256999999999998,119.99570000000001,0.33492999999999995,2.9482e-05,0.29067000000000004,0.18883,54
Dope,0.5279,0.9118999999999998,0.4807999999999999,133.75709999999998,0.00026493100000000004,0.22432899600000003,0.0676,0.18795,55
Lyon,0.6315,0.7481,0.4364,117.6674,0.0887831,0.047984000000000006,0.04163,0.23596999999999996,12
His Name Is Alive,0.5041,0.27521,0.47613000000000005,115.304,0.427919,0.5976815999999999,0.036,0.21583000000000002,30
UANA,0.7184,0.6692,0.5474,119.34279999999998,0.37304000000000004,0.000815163,0.06721,0.14464000000000002,37
Amrit Maan,0.772,0.696,0.6274,96.9163,0.19824,3.2709999999999997e-06,0.10922000000000001,0.17303000000000002,62
Alzate,0.7926,0.5782,0.8109999999999999,121.13249999999998,0.49940000000000007,3.49e-07,0.036039999999999996,0.14437,57
Baby Queen,0.5885,0.7977999999999998,0.6003000000000001,127.17169999999999,0.10611599999999999,2.0396999999999998e-05,0.08844,0.17221000000000003,53
N.O.R.E.,0.7643000000000001,0.8221,0.7379,99.0856,0.157289,5.829e-06,0.21442999999999998,0.22991999999999999,53
KomaCasper,0.6980999999999999,0.6586,0.4598,163.0822,0.06842029999999999,0.09630302399999999,0.11277000000000001,0.23748000000000005,51
Jeff Beck,0.49399999999999994,0.5441,0.4159,132.67519999999996,0.2468435,0.11366918799999999,0.057710000000000004,0.27532,54
Syntropy,0.21622,0.09911,0.05825,95.41130000000001,0.9259000000000001,0.9602,0.04577,0.11135000000000002,35
Average,0.6421,0.6203,0.6354999999999998,120.1455,0.19643000000000002,5.6123000000000005e-05,0.20876999999999998,0.11152000000000002,13
Han Kyung Il,0.42919999999999997,0.5050000000000001,0.19859999999999997,134.19,0.6315999999999999,0.0,0.03209,0.12239,15
Yoni Zelnik,0.4681,0.28135000000000004,0.28984000000000004,108.1738,0.7660000000000001,0.7132000000000002,0.03522,0.11279000000000002,24
Johnny Thunders & The Heartbreakers,0.3858,0.8016,0.7571999999999999,147.5315,0.135049,0.046248920000000006,0.04761,0.27382,31
George Theofanous,0.529,0.6257000000000001,0.47189999999999993,131.0631,0.3709160000000001,2.5400000000000002e-06,0.03528,0.15960999999999997,36
Andy Miller Group,0.4345,0.15650000000000003,0.23822000000000002,117.1561,0.9635,0.7990999999999999,0.04314,0.12399,42
Grupo Descarga Del 3030,0.7775,0.7301,0.8722,119.1552,0.39630000000000004,5.7575e-05,0.05842000000000001,0.19559,50
Space Laces,0.6047999999999999,0.9357,0.24748,125.47849999999998,0.026630900000000002,0.34554545000000003,0.21700999999999998,0.3022,46
Rupert Gough,0.14594,0.11489799999999999,0.06813,96.2569,0.9725999999999999,0.7917,0.04158,0.10535999999999998,38
Yayee,0.6526,0.6259,0.5894999999999999,138.5308,0.37394000000000005,0.027354970000000006,0.05281,0.15418,15
Maurice Fulton,0.7331,0.724,0.7437,115.7714,0.042166999999999996,0.4566700000000001,0.05425,0.14860999999999996,32
Eva Taylor,0.5471,0.1907,0.5435000000000001,110.7769,0.9901,0.094434473,0.08596000000000001,0.25856999999999997,13
MajorLink,0.30700000000000005,0.08536,0.20619,113.73830000000001,0.9813999999999998,0.8577999999999999,0.051649999999999995,0.09842999999999999,42
Nick León,0.7682,0.7542,0.35219999999999996,141.69729999999998,0.073265,0.705,0.08043,0.08799,33
Rainbow,0.4738999999999999,0.7373,0.621,125.71749999999997,0.16598300000000005,0.006498580999999999,0.04188000000000001,0.30354000000000003,59
Joseph LeMay,0.4993,0.45169999999999993,0.32339999999999997,118.3703,0.563682,0.009253979999999998,0.0612,0.16002999999999998,19
Tampa Red,0.6485999999999998,0.329,0.7068,126.27970000000002,0.9867999999999999,0.250179314,0.046650000000000004,0.14118,23
The Comet Is Coming,0.4927,0.7831999999999999,0.37413,126.85810000000001,0.14106916999999997,0.7121999999999999,0.05556,0.2717,39
Prod Malax,0.7526,0.5161,0.5293,133.4642,0.39863,0.00015662199999999998,0.14230000000000004,0.14374000000000003,65
Rampage,0.7575,0.6762,0.6228,114.8175,0.14430485,0.000845658,0.32711999999999997,0.31711000000000006,44
Sansa,0.472,0.7154,0.18182,114.45750000000001,0.186447036,0.5680729999999999,0.03371,0.18268,41
The City of Birches,0.4614,0.15291,0.2218,103.93669999999997,0.9630000000000001,0.3914051,0.03957,0.154,40
Los Buitres,0.8211,0.7908000000000001,0.8862,128.53109999999998,0.4413,1.7105e-05,0.10414000000000001,0.16944,49
Infinity Song,0.5389,0.5107999999999999,0.44335,124.70710000000001,0.250598,0.008299075,0.08982,0.08966,41
ALEX,0.5731,0.7859999999999998,0.42363,137.7982,0.11063910000000002,0.40400577000000004,0.1052,0.19371,43
Gold Panda,0.46980000000000005,0.6736,0.3437,141.29570000000004,0.2040766,0.5100299999999999,0.12949,0.22765999999999997,38
365LIT,0.8323,0.6441000000000001,0.6296999999999999,116.64500000000001,0.1134846,5.93e-07,0.24528000000000003,0.14709999999999998,32
Jerome Richardson,0.5579,0.42069999999999996,0.6233000000000001,108.4016,0.5574000000000001,0.12752999999999998,0.05454,0.18422,8
Migrantes,0.7187,0.6917000000000001,0.7754,108.958,0.2631,3.33e-07,0.09995999999999998,0.17868,69
Ambient Solle,0.5904999999999999,0.26680000000000004,0.25211,111.3367,0.6691,0.8399999999999999,0.03824999999999999,0.11755999999999997,34
Kingdom Of Giants,0.4138,0.9416999999999998,0.33559999999999995,140.55200000000002,0.00024668,0.23322583000000002,0.1222,0.18218,47
coldrain,0.4366,0.9657,0.37159999999999993,134.1082,0.000889283,0.0078305,0.18295,0.2738,51
JOSE RAMON NUNEZ,0.5189999999999999,0.4385,0.47139,116.18329999999999,0.7212479999999999,0.6980015500000001,0.0518,0.15463,9
Gerardo Coronel,0.6715,0.3987,0.6656,112.92920000000001,0.5866,2.647e-06,0.036109999999999996,0.17182,68
ACOURVE,0.5221999999999999,0.3295,0.5111999999999999,110.1996,0.8169000000000001,0.0,0.034839999999999996,0.11674,37
Herman Anderson,0.44300000000000006,0.05217000000000001,0.13222000000000003,92.9084,0.9943,0.9509000000000001,0.053110000000000004,0.10317000000000001,38
Angelina Jordan,0.5885,0.5162000000000001,0.41580000000000006,115.064,0.49357000000000006,4.941e-06,0.11331000000000002,0.16929,48
SAFE,0.6562,0.6355999999999999,0.4337000000000001,134.26489999999998,0.31898,0.0009786570000000002,0.10274000000000001,0.18095000000000003,45
Lil Baba,0.7808000000000002,0.6345,0.6105,109.00519999999999,0.4276999999999999,0.006180477,0.27482,0.22982000000000005,37
Niko B,0.8231999999999999,0.6801999999999999,0.5871,119.5219,0.19480899999999998,5.993200000000001e-05,0.19824000000000003,0.12987,43
ZLZL,0.7581999999999999,0.3444,0.6373,129.786,0.456044,0.7646,0.11277,0.11532,26
The Record Company,0.5982999999999999,0.7238999999999999,0.6465,120.8683,0.2645114,0.088361668,0.07202,0.25131000000000003,47
נופיה ידידיה,0.4772,0.5829000000000001,0.25750000000000006,117.5086,0.39048,0.001059171,0.07278,0.3808,29
Earlwin,0.6192,0.5418000000000001,0.45499999999999996,101.98150000000001,0.245857,0.098844333,0.12558999999999998,0.263,2
Willy Rodríguez,0.6877000000000001,0.45929999999999993,0.5995000000000001,128.72499999999997,0.205403,0.3210263,0.05943,0.13257000000000002,46
Mimi Webb,0.6119999999999999,0.654,0.4511,113.01270000000002,0.14245000000000002,5.5e-07,0.07532000000000001,0.13128,64
Mar Marzo,0.5163000000000001,0.33573000000000003,0.31749,85.5787,0.79,0.008109722,0.05904999999999998,0.13536,23
TOMORROW X TOGETHER,0.6909,0.8204,0.7257999999999999,119.47469999999998,0.03683000000000001,0.000101533,0.10561000000000001,0.15063,78
Valiant,0.6682,0.5319,0.3751,101.9583,0.25962,0.00441657,0.2853,0.16779000000000002,55
Isaac Tira,0.6023999999999999,0.07319,0.6367,108.8951,0.9945999999999999,0.9370999999999998,0.08214000000000002,0.10132000000000001,46
Solid,0.6256999999999999,0.7246,0.52617,127.4203,0.138516,0.050504039,0.04472,0.13554,15
Nigel Short,0.21138999999999997,0.064183,0.13143,117.41659999999999,0.9827,0.22495500000000002,0.04841000000000001,0.10600000000000001,38
Jonas B. Ingebretsen,0.27775000000000005,0.4407,0.14896,102.90920000000001,0.41508500000000004,0.7244200000000001,0.05586,0.19036999999999998,38
Joey Batey,0.44620000000000004,0.33355999999999997,0.29407,113.85839999999999,0.6677000000000001,0.00180984,0.05607000000000001,0.10639000000000001,50
Yamazaru,0.5557000000000001,0.7899,0.6693000000000001,137.91929999999996,0.18392,0.0,0.06753,0.18789,47
Gaff,0.7446999999999999,0.4873000000000001,0.4782,114.64649999999999,0.30541,3.121e-05,0.15010000000000004,0.15150000000000002,26
Dead Poet Society,0.5374999999999999,0.7398,0.46519999999999995,127.88399999999999,0.004614599999999999,0.026425720000000003,0.0794,0.23381999999999997,50
Riks Vollis,0.38380000000000003,0.030306,0.13925,90.72420000000002,0.9869999999999999,0.9254000000000001,0.04052000000000001,0.11242,29
ACRAZE,0.7015999999999999,0.9026,0.4849,125.93439999999998,0.0105136,0.2869174,0.08139,0.20411,65
Small Black,0.5455,0.8090999999999999,0.45589,122.04370000000002,0.031709999999999995,0.1984265,0.046200000000000005,0.34190000000000004,40
Brijesh Shandilya,0.7053,0.8610999999999999,0.6088000000000001,115.49209999999998,0.28043,0.00029125500000000003,0.07420000000000002,0.25981,52
NBSPLV,0.7928000000000001,0.5523999999999999,0.64,107.5607,0.09587000000000001,0.8834000000000002,0.04085,0.12864,70
MANDY,0.47990000000000005,0.9137000000000001,0.29457000000000005,144.9648,0.05814363,0.20880899999999997,0.14801000000000003,0.26745,46
Kool G Rap,0.7832000000000001,0.7383,0.7052000000000002,116.59209999999999,0.09773699999999999,1.11e-06,0.29379999999999995,0.22429000000000004,45
NATTI NATASHA,0.7873999999999999,0.7740999999999999,0.7968000000000001,119.1008,0.22487200000000002,1.7566000000000004e-05,0.06722999999999998,0.23688999999999996,72
Tibetan Singing Bowl Sounds,0.15529999999999997,0.076542,0.02702,90.5957,0.9129999999999999,0.9712,0.03821,0.24850000000000003,35
Ace Aura,0.4845,0.9498999999999999,0.24684000000000003,138.971,0.030487999999999994,0.1814992,0.12217000000000003,0.32121999999999995,37
Steve Darko,0.7915,0.7369000000000001,0.4974,124.69769999999998,0.063806,0.56927,0.08512,0.11743,24
Reiley,0.6756,0.6738,0.6185,120.1555,0.20091,0.00045393200000000004,0.10424,0.16172,35
Lucy Yeghiazaryan,0.4367,0.06656,0.17515,104.24719999999999,0.9159999999999998,6.731099999999999e-05,0.04370999999999999,0.16590000000000002,31
Sofía Viola,0.6115999999999999,0.36460000000000004,0.6061000000000001,108.90799999999999,0.7672,0.0002066,0.09291999999999999,0.15089999999999998,32
Sam Butera & The Witnesses,0.6500999999999999,0.48900000000000005,0.7626999999999999,123.80019999999999,0.43200000000000005,0.0018207300000000002,0.20752,0.22554,49
@atutowy,0.7046000000000001,0.6396,0.5031000000000001,142.2601,0.20454,2.559e-06,0.24747,0.25459,68
Kenny Garrett,0.5463,0.47540000000000004,0.50405,110.3681,0.426502,0.445614718,0.046590000000000006,0.1143,32
Atanas Valkov,0.31827,0.34526,0.07833,109.7739,0.458918,0.9115000000000002,0.041569999999999996,0.11179000000000001,18
G-Eazy,0.6724,0.6496000000000001,0.3569,128.0761,0.03903369999999999,1.072e-05,0.21281,0.1303,75
Hilde Norbakken,0.5872999999999999,0.19954,0.3891,120.27350000000001,0.8113999999999999,0.0038047520000000002,0.06079,0.12166999999999999,7
Sabino,0.6968,0.6973999999999999,0.6996,115.65719999999999,0.36251,0.044443863,0.19318,0.22369999999999995,65
Tiberius b,0.5736999999999999,0.7041000000000001,0.4686,131.0901,0.22253799999999999,0.008491990000000001,0.04798,0.19537000000000002,25
Escape the Fate,0.42800000000000005,0.9028,0.4197,124.75009999999997,0.007094799999999998,1.4384e-05,0.09864999999999999,0.19966,61
Kana Hanazawa,0.6174,0.7978000000000002,0.6376000000000001,133.80420000000004,0.23821999999999996,1.3757e-05,0.054920000000000004,0.19590000000000002,37
Kim Min Ji,0.4612000000000001,0.28978,0.23255000000000003,120.2874,0.8564999999999999,0.7076,0.054959999999999995,0.12608999999999998,29
Anorre,0.7267000000000001,0.8515,0.26096,121.40630000000002,0.0129143,0.7504,0.05428000000000001,0.11229999999999998,30
The Blackbyrds,0.6466,0.5506,0.7246,96.48920000000001,0.10168200000000001,0.05023380999999999,0.03649000000000001,0.12383999999999999,42
Chaba,0.5593,0.7137,0.569,134.4231,0.20356999999999997,0.003457482,0.03256,0.14454,23
Ben Palmer,0.21433999999999997,0.24300000000000002,0.08492,102.18339999999998,0.7697,0.62235,0.04234,0.13169,41
Carl Philipp Emanuel Bach,0.32639999999999997,0.12995500000000001,0.5458999999999999,117.91260000000003,0.9903999999999998,0.8677999999999999,0.046279999999999995,0.13311,56
rainstantly,0.20115999999999995,0.7282,0.034751,106.5703,0.19437374999999998,0.9419000000000001,0.07838000000000002,0.6708000000000001,45
Velo Sound Station,0.6368,0.6234,0.48230000000000006,130.6988,0.174182,0.000690845,0.06169,0.15153999999999998,39
Audio Two,0.8323,0.48869999999999997,0.7278,102.7479,0.08117636999999998,0.092443712,0.33941000000000004,0.24718,25
Ifigenia,0.6350999999999999,0.793,0.5795,103.14469999999999,0.29006000000000004,0.001325057,0.12397,0.13637000000000002,20
Michigander,0.5163,0.7415999999999999,0.40919999999999995,116.47850000000001,0.17002,0.028966145,0.040909999999999995,0.17913,47
DJ FLP,0.5083,0.8061999999999999,0.3755,160.18140000000002,0.072776,0.7834000000000001,0.06770000000000001,0.1357,5
Loyaltty,0.7611000000000001,0.7106999999999999,0.6761,123.92459999999998,0.22697000000000003,0.010810885000000001,0.15262,0.10303000000000002,39
Aurora Orchestra,0.18080000000000002,0.06660799999999999,0.13610000000000003,89.0377,0.9646000000000001,0.7599800000000001,0.04312,0.11347,49
Die Krupps,0.5917,0.9532000000000002,0.6817,128.422,0.037517,0.21989899999999998,0.05473,0.17317,34
Alfonso Gugliucci,0.6254000000000001,0.36891999999999997,0.41303999999999996,111.32039999999999,0.5462,0.57571,0.042460000000000005,0.12908999999999998,32
Shierro,0.6424999999999998,0.4208,0.29484000000000005,92.33049999999999,0.44370000000000004,0.7915000000000001,0.057100000000000005,0.12481000000000002,53
AVIV,0.5690999999999999,0.5635,0.6235,118.2942,0.321978,0.00041518400000000003,0.04589,0.30273000000000005,35
Caitlin Rose,0.6051,0.6067,0.5670999999999999,121.59849999999999,0.27136000000000005,0.01731986,0.03594,0.16502,29
Wizard Chan,0.7144999999999999,0.6013,0.5853,111.00230000000002,0.4866,0.00021617399999999997,0.15742,0.22866999999999998,36
Liam Bailey,0.6332,0.6285000000000001,0.45278999999999997,112.44860000000001,0.246994,0.05383083200000001,0.14511000000000002,0.24184,49
Jeff Eden Fair,0.18760000000000002,0.14195,0.09472,93.03200000000001,0.9517000000000001,0.8310000000000001,0.04121999999999999,0.11804999999999999,16
ITHAN NY,0.7755,0.7133,0.5063500000000001,114.88039999999998,0.055403,2.33e-05,0.13180999999999998,0.20661999999999997,63
Dana Williams,0.6777,0.46460000000000007,0.5173000000000001,100.72139999999999,0.49636,0.011965614999999999,0.13416,0.10450999999999999,47
GENERATIONS from EXILE TRIBE,0.6069999999999999,0.8844,0.5434,120.5838,0.11190799999999998,6.052000000000001e-06,0.10046999999999999,0.23243999999999998,52
Rubi,0.8150000000000001,0.6740999999999999,0.5598000000000001,130.0152,0.16348,0.0026324800000000004,0.16275,0.20965000000000003,55
Amin Bhatia,0.2784,0.069956,0.12105000000000002,100.55600000000001,0.837,0.727763,0.042019999999999995,0.12857,40
Max Roach Quintet,0.5632999999999999,0.49049999999999994,0.6889,105.70839999999998,0.6436,0.1900924,0.04567,0.14542000000000002,39
Chriskris,0.7447000000000001,0.46930000000000005,0.6117,118.79310000000001,0.2899,0.000134182,0.16105,0.16823000000000005,10
Munawar Faruqui,0.7299,0.5809,0.5333,108.92620000000002,0.33391,5.28e-05,0.20091,0.14798,55
Stephen Riley,0.5906,0.24096,0.515,115.4749,0.7963,0.20188388000000002,0.06146999999999999,0.14303000000000002,38
Jupyter,0.5378,0.627,0.37726999999999994,121.8607,0.06546309999999998,0.684445,0.17796000000000003,0.24150000000000005,43
Elisapie,0.5771,0.3396,0.35256,108.8136,0.6751000000000001,0.16279800000000003,0.033569999999999996,0.11626,42
Elizabeth Blumenstock,0.288,0.09840199999999999,0.24748999999999993,110.0154,0.8996000000000001,0.184486,0.04562000000000001,0.12510000000000002,15
PL Quest,0.5650000000000001,0.6184,0.5024,113.4651,0.22106000000000003,1.9400000000000002e-07,0.25263,0.14184999999999998,56
